"","tax","variable","value","Niche","Genotype","tax","variable","sd"
"25","Alphaproteobacteria","Rhizosphere-dmi3",3233.8621146,"Rhizosphere","dmi3","Alphaproteobacteria","Rhizosphere-dmi3",934.114232140716
"26","Actinobacteria","Rhizosphere-dmi3",825.9590626,"Rhizosphere","dmi3","Actinobacteria","Rhizosphere-dmi3",320.343101699811
"27","Acidobacteria","Rhizosphere-dmi3",1429.66079554,"Rhizosphere","dmi3","Acidobacteria","Rhizosphere-dmi3",417.688070725378
"28","Gammaproteobacteria","Rhizosphere-dmi3",522.60851962,"Rhizosphere","dmi3","Gammaproteobacteria","Rhizosphere-dmi3",176.843083895633
"29","Betaproteobacteria","Rhizosphere-dmi3",434.1923408,"Rhizosphere","dmi3","Betaproteobacteria","Rhizosphere-dmi3",129.398177902831
"30","Bacteroidetes","Rhizosphere-dmi3",300.5396762,"Rhizosphere","dmi3","Bacteroidetes","Rhizosphere-dmi3",168.359996124469
"31","Verrucomicrobia","Rhizosphere-dmi3",404.79766084,"Rhizosphere","dmi3","Verrucomicrobia","Rhizosphere-dmi3",153.645570558164
"32","Chloroflexi","Rhizosphere-dmi3",170.251695916,"Rhizosphere","dmi3","Chloroflexi","Rhizosphere-dmi3",67.2739940514209
"33","Gemmatimonadetes","Rhizosphere-dmi3",231.11842979,"Rhizosphere","dmi3","Gemmatimonadetes","Rhizosphere-dmi3",127.4486510668
"34","Firmicutes","Rhizosphere-dmi3",63.31077629,"Rhizosphere","dmi3","Firmicutes","Rhizosphere-dmi3",23.6366506298382
"35","Deltaproteobacteria","Rhizosphere-dmi3",28.834721974,"Rhizosphere","dmi3","Deltaproteobacteria","Rhizosphere-dmi3",13.3374649861314
"36","Others","Rhizosphere-dmi3",246.77631274,"Rhizosphere","dmi3","Others","Rhizosphere-dmi3",131.188599205962
"37","Alphaproteobacteria","Rhizosphere-ipd3",4956.1355644,"Rhizosphere","ipd3","Alphaproteobacteria","Rhizosphere-ipd3",1082.84361243425
"38","Actinobacteria","Rhizosphere-ipd3",936.11992026,"Rhizosphere","ipd3","Actinobacteria","Rhizosphere-ipd3",288.178373615958
"39","Acidobacteria","Rhizosphere-ipd3",1595.4208964,"Rhizosphere","ipd3","Acidobacteria","Rhizosphere-ipd3",386.605654255556
"40","Gammaproteobacteria","Rhizosphere-ipd3",642.23872684,"Rhizosphere","ipd3","Gammaproteobacteria","Rhizosphere-ipd3",132.183704855426
"41","Betaproteobacteria","Rhizosphere-ipd3",382.59395506,"Rhizosphere","ipd3","Betaproteobacteria","Rhizosphere-ipd3",109.367122048256
"42","Bacteroidetes","Rhizosphere-ipd3",215.82284894,"Rhizosphere","ipd3","Bacteroidetes","Rhizosphere-ipd3",37.5364804010744
"43","Verrucomicrobia","Rhizosphere-ipd3",444.75321636,"Rhizosphere","ipd3","Verrucomicrobia","Rhizosphere-ipd3",95.7198644662855
"44","Chloroflexi","Rhizosphere-ipd3",195.643976602,"Rhizosphere","ipd3","Chloroflexi","Rhizosphere-ipd3",93.1381391384804
"45","Gemmatimonadetes","Rhizosphere-ipd3",133.66134396,"Rhizosphere","ipd3","Gemmatimonadetes","Rhizosphere-ipd3",69.3510142845425
"46","Firmicutes","Rhizosphere-ipd3",79.35042735,"Rhizosphere","ipd3","Firmicutes","Rhizosphere-ipd3",55.797219700778
"47","Deltaproteobacteria","Rhizosphere-ipd3",20.3862103182,"Rhizosphere","ipd3","Deltaproteobacteria","Rhizosphere-ipd3",9.6839040083371
"48","Others","Rhizosphere-ipd3",158.30946794,"Rhizosphere","ipd3","Others","Rhizosphere-ipd3",57.4520150704103
"49","Alphaproteobacteria","Rhizosphere-lyk3",5335.031261,"Rhizosphere","lyk3","Alphaproteobacteria","Rhizosphere-lyk3",3962.20817998661
"50","Actinobacteria","Rhizosphere-lyk3",877.27159464,"Rhizosphere","lyk3","Actinobacteria","Rhizosphere-lyk3",788.293561357745
"51","Acidobacteria","Rhizosphere-lyk3",1332.0943812,"Rhizosphere","lyk3","Acidobacteria","Rhizosphere-lyk3",980.110233115661
"52","Gammaproteobacteria","Rhizosphere-lyk3",814.86135846,"Rhizosphere","lyk3","Gammaproteobacteria","Rhizosphere-lyk3",661.37427855048
"53","Betaproteobacteria","Rhizosphere-lyk3",470.62544542,"Rhizosphere","lyk3","Betaproteobacteria","Rhizosphere-lyk3",404.507896104251
"54","Bacteroidetes","Rhizosphere-lyk3",442.456667848,"Rhizosphere","lyk3","Bacteroidetes","Rhizosphere-lyk3",305.671571927255
"55","Verrucomicrobia","Rhizosphere-lyk3",435.21578946,"Rhizosphere","lyk3","Verrucomicrobia","Rhizosphere-lyk3",303.972638156535
"56","Chloroflexi","Rhizosphere-lyk3",193.870058478,"Rhizosphere","lyk3","Chloroflexi","Rhizosphere-lyk3",239.271992217866
"57","Gemmatimonadetes","Rhizosphere-lyk3",137.244178308,"Rhizosphere","lyk3","Gemmatimonadetes","Rhizosphere-lyk3",123.957356569366
"58","Firmicutes","Rhizosphere-lyk3",62.3440170904,"Rhizosphere","lyk3","Firmicutes","Rhizosphere-lyk3",73.743546430411
"59","Deltaproteobacteria","Rhizosphere-lyk3",32.622149584,"Rhizosphere","lyk3","Deltaproteobacteria","Rhizosphere-lyk3",27.2263247200573
"60","Others","Rhizosphere-lyk3",155.31270342,"Rhizosphere","lyk3","Others","Rhizosphere-lyk3",117.49527542465
"61","Alphaproteobacteria","Rhizosphere-nfp",3326.7215624,"Rhizosphere","nfp","Alphaproteobacteria","Rhizosphere-nfp",611.377755423176
"62","Actinobacteria","Rhizosphere-nfp",568.07763594,"Rhizosphere","nfp","Actinobacteria","Rhizosphere-nfp",143.05546028159
"63","Acidobacteria","Rhizosphere-nfp",1081.48453276,"Rhizosphere","nfp","Acidobacteria","Rhizosphere-nfp",501.597124748173
"64","Gammaproteobacteria","Rhizosphere-nfp",383.01980918,"Rhizosphere","nfp","Gammaproteobacteria","Rhizosphere-nfp",148.941634700031
"65","Betaproteobacteria","Rhizosphere-nfp",228.0761472,"Rhizosphere","nfp","Betaproteobacteria","Rhizosphere-nfp",87.8320473051511
"66","Bacteroidetes","Rhizosphere-nfp",223.71996442,"Rhizosphere","nfp","Bacteroidetes","Rhizosphere-nfp",178.535227659715
"67","Verrucomicrobia","Rhizosphere-nfp",334.06783622,"Rhizosphere","nfp","Verrucomicrobia","Rhizosphere-nfp",143.111251417509
"68","Chloroflexi","Rhizosphere-nfp",115.618947372,"Rhizosphere","nfp","Chloroflexi","Rhizosphere-nfp",39.0497315821375
"69","Gemmatimonadetes","Rhizosphere-nfp",54.07451763,"Rhizosphere","nfp","Gemmatimonadetes","Rhizosphere-nfp",17.2105830080129
"70","Firmicutes","Rhizosphere-nfp",65.831196582,"Rhizosphere","nfp","Firmicutes","Rhizosphere-nfp",22.1281142393249
"71","Deltaproteobacteria","Rhizosphere-nfp",4.8111111112,"Rhizosphere","nfp","Deltaproteobacteria","Rhizosphere-nfp",0.554708822022752
"72","Others","Rhizosphere-nfp",90.5437997,"Rhizosphere","nfp","Others","Rhizosphere-nfp",20.4173985383105
"73","Alphaproteobacteria","Rhizosphere-pt4",4334.6054726,"Rhizosphere","pt4","Alphaproteobacteria","Rhizosphere-pt4",1732.97302114726
"74","Actinobacteria","Rhizosphere-pt4",1026.81728232,"Rhizosphere","pt4","Actinobacteria","Rhizosphere-pt4",247.738447200647
"75","Acidobacteria","Rhizosphere-pt4",1873.55448246,"Rhizosphere","pt4","Acidobacteria","Rhizosphere-pt4",689.065484537947
"76","Gammaproteobacteria","Rhizosphere-pt4",764.89001418,"Rhizosphere","pt4","Gammaproteobacteria","Rhizosphere-pt4",294.923215970615
"77","Betaproteobacteria","Rhizosphere-pt4",580.47771496,"Rhizosphere","pt4","Betaproteobacteria","Rhizosphere-pt4",293.623041326437
"78","Bacteroidetes","Rhizosphere-pt4",725.8196279,"Rhizosphere","pt4","Bacteroidetes","Rhizosphere-pt4",827.036983102132
"79","Verrucomicrobia","Rhizosphere-pt4",443.93333334,"Rhizosphere","pt4","Verrucomicrobia","Rhizosphere-pt4",164.338488716468
"80","Chloroflexi","Rhizosphere-pt4",170.32292398,"Rhizosphere","pt4","Chloroflexi","Rhizosphere-pt4",83.9163848406642
"81","Gemmatimonadetes","Rhizosphere-pt4",207.671324006,"Rhizosphere","pt4","Gemmatimonadetes","Rhizosphere-pt4",86.7017194121372
"82","Firmicutes","Rhizosphere-pt4",76.793144766,"Rhizosphere","pt4","Firmicutes","Rhizosphere-pt4",42.9648248779302
"83","Deltaproteobacteria","Rhizosphere-pt4",45.6155936238,"Rhizosphere","pt4","Deltaproteobacteria","Rhizosphere-pt4",23.0938183290956
"84","Others","Rhizosphere-pt4",207.01875216,"Rhizosphere","pt4","Others","Rhizosphere-pt4",82.9285893910182
"85","Alphaproteobacteria","Root-A17",1507.84348088,"Root","A17","Alphaproteobacteria","Root-A17",550.736447115298
"86","Actinobacteria","Root-A17",1949.8946664,"Root","A17","Actinobacteria","Root-A17",725.048811005126
"87","Acidobacteria","Root-A17",97.18863636,"Root","A17","Acidobacteria","Root-A17",30.1230649655742
"88","Gammaproteobacteria","Root-A17",1133.75309076,"Root","A17","Gammaproteobacteria","Root-A17",594.757170652002
"89","Betaproteobacteria","Root-A17",363.28499552,"Root","A17","Betaproteobacteria","Root-A17",179.80703617432
"90","Bacteroidetes","Root-A17",161.592509764,"Root","A17","Bacteroidetes","Root-A17",87.5340246981892
"91","Verrucomicrobia","Root-A17",36.5701754386,"Root","A17","Verrucomicrobia","Root-A17",20.6572959627824
"92","Chloroflexi","Root-A17",43.4384795326,"Root","A17","Chloroflexi","Root-A17",29.3359656177779
"93","Gemmatimonadetes","Root-A17",10.3300066532,"Root","A17","Gemmatimonadetes","Root-A17",14.8053699544157
"94","Firmicutes","Root-A17",72.152823984,"Root","A17","Firmicutes","Root-A17",53.7522409199922
"95","Deltaproteobacteria","Root-A17",31.4497046188,"Root","A17","Deltaproteobacteria","Root-A17",18.0148595683783
"96","Others","Root-A17",185.612509496,"Root","A17","Others","Root-A17",155.10064676126
"97","Alphaproteobacteria","Root-dmi2",2100.432745,"Root","dmi2","Alphaproteobacteria","Root-dmi2",801.222751206874
"98","Actinobacteria","Root-dmi2",1869.5704794,"Root","dmi2","Actinobacteria","Root-dmi2",803.238586224542
"99","Acidobacteria","Root-dmi2",177.725568188,"Root","dmi2","Acidobacteria","Root-dmi2",96.9447668728813
"100","Gammaproteobacteria","Root-dmi2",1157.3290897,"Root","dmi2","Gammaproteobacteria","Root-dmi2",451.917688829524
"101","Betaproteobacteria","Root-dmi2",530.26881164,"Root","dmi2","Betaproteobacteria","Root-dmi2",244.685396978127
"102","Bacteroidetes","Root-dmi2",203.32918555,"Root","dmi2","Bacteroidetes","Root-dmi2",101.92233364962
"103","Verrucomicrobia","Root-dmi2",42.236842106,"Root","dmi2","Verrucomicrobia","Root-dmi2",23.7311150235747
"104","Chloroflexi","Root-dmi2",86.3439766,"Root","dmi2","Chloroflexi","Root-dmi2",51.437082820215
"105","Gemmatimonadetes","Root-dmi2",15.6107784416,"Root","dmi2","Gemmatimonadetes","Root-dmi2",7.43228536684142
"106","Firmicutes","Root-dmi2",69.5156057074,"Root","dmi2","Firmicutes","Root-dmi2",93.3249355213575
"107","Deltaproteobacteria","Root-dmi2",123.208362332,"Root","dmi2","Deltaproteobacteria","Root-dmi2",128.448567673632
"108","Others","Root-dmi2",188.744875986,"Root","dmi2","Others","Root-dmi2",98.3560512643788
"109","Alphaproteobacteria","Root-dmi3",1477.77049424,"Root","dmi3","Alphaproteobacteria","Root-dmi3",673.750319679407
"110","Actinobacteria","Root-dmi3",769.23328982,"Root","dmi3","Actinobacteria","Root-dmi3",512.438972150777
"111","Acidobacteria","Root-dmi3",265.93333334,"Root","dmi3","Acidobacteria","Root-dmi3",326.884894323243
"112","Gammaproteobacteria","Root-dmi3",696.12362308,"Root","dmi3","Gammaproteobacteria","Root-dmi3",406.201065516755
"113","Betaproteobacteria","Root-dmi3",150.29069058,"Root","dmi3","Betaproteobacteria","Root-dmi3",37.1402080802782
"114","Bacteroidetes","Root-dmi3",144.468093406,"Root","dmi3","Bacteroidetes","Root-dmi3",80.7205754255103
"115","Verrucomicrobia","Root-dmi3",53.97543859,"Root","dmi3","Verrucomicrobia","Root-dmi3",47.4331978233687
"116","Chloroflexi","Root-dmi3",98.5190643208,"Root","dmi3","Chloroflexi","Root-dmi3",99.7916539492694
"117","Gemmatimonadetes","Root-dmi3",22.84031936,"Root","dmi3","Gemmatimonadetes","Root-dmi3",29.7487268394031
"118","Firmicutes","Root-dmi3",27.0509081894,"Root","dmi3","Firmicutes","Root-dmi3",35.7543359046395
"119","Deltaproteobacteria","Root-dmi3",63.159342048,"Root","dmi3","Deltaproteobacteria","Root-dmi3",37.7350767460207
"120","Others","Root-dmi3",102.601066508,"Root","dmi3","Others","Root-dmi3",89.2373885832096
"121","Alphaproteobacteria","Root-ipd3",1695.06164374,"Root","ipd3","Alphaproteobacteria","Root-ipd3",976.535936267548
"122","Actinobacteria","Root-ipd3",2534.61467578,"Root","ipd3","Actinobacteria","Root-ipd3",1368.92605658253
"123","Acidobacteria","Root-ipd3",36.195138888,"Root","ipd3","Acidobacteria","Root-ipd3",23.0025797001374
"124","Gammaproteobacteria","Root-ipd3",808.1042792,"Root","ipd3","Gammaproteobacteria","Root-ipd3",520.036408011713
"125","Betaproteobacteria","Root-ipd3",178.86482038,"Root","ipd3","Betaproteobacteria","Root-ipd3",114.114541405866
"126","Bacteroidetes","Root-ipd3",108.7722692,"Root","ipd3","Bacteroidetes","Root-ipd3",99.7441727617998
"127","Verrucomicrobia","Root-ipd3",21.0350877182,"Root","ipd3","Verrucomicrobia","Root-ipd3",19.1544051281258
"128","Chloroflexi","Root-ipd3",29.8699415202,"Root","ipd3","Chloroflexi","Root-ipd3",20.8258716017562
"129","Gemmatimonadetes","Root-ipd3",3.5482368602,"Root","ipd3","Gemmatimonadetes","Root-ipd3",6.67618987453517
"130","Firmicutes","Root-ipd3",37.463551374,"Root","ipd3","Firmicutes","Root-ipd3",28.0686860696781
"131","Deltaproteobacteria","Root-ipd3",22.008539684,"Root","ipd3","Deltaproteobacteria","Root-ipd3",22.9896298173947
"132","Others","Root-ipd3",144.177843028,"Root","ipd3","Others","Root-ipd3",167.971723205469
"133","Alphaproteobacteria","Root-lyk3",845.7317765,"Root","lyk3","Alphaproteobacteria","Root-lyk3",90.5447283862062
"134","Actinobacteria","Root-lyk3",1649.58257632,"Root","lyk3","Actinobacteria","Root-lyk3",594.382952561365
"135","Acidobacteria","Root-lyk3",25.999873738,"Root","lyk3","Acidobacteria","Root-lyk3",16.9222429526734
"136","Gammaproteobacteria","Root-lyk3",653.0787072,"Root","lyk3","Gammaproteobacteria","Root-lyk3",117.738537651065
"137","Betaproteobacteria","Root-lyk3",180.853739058,"Root","lyk3","Betaproteobacteria","Root-lyk3",81.3037509942653
"138","Bacteroidetes","Root-lyk3",60.690076316,"Root","lyk3","Bacteroidetes","Root-lyk3",42.5485013604317
"139","Verrucomicrobia","Root-lyk3",13.528070174,"Root","lyk3","Verrucomicrobia","Root-lyk3",3.61429802151097
"140","Chloroflexi","Root-lyk3",13.1288888886,"Root","lyk3","Chloroflexi","Root-lyk3",9.05104045575277
"141","Gemmatimonadetes","Root-lyk3",5.0459081826,"Root","lyk3","Gemmatimonadetes","Root-lyk3",5.55843248719101
"142","Firmicutes","Root-lyk3",40.6231012064,"Root","lyk3","Firmicutes","Root-lyk3",32.1517966159843
"143","Deltaproteobacteria","Root-lyk3",14.1791666668,"Root","lyk3","Deltaproteobacteria","Root-lyk3",7.30487584999699
"144","Others","Root-lyk3",45.171601826,"Root","lyk3","Others","Root-lyk3",5.12425603314903
"145","Alphaproteobacteria","Root-nfp",1143.22221942,"Root","nfp","Alphaproteobacteria","Root-nfp",521.90927806896
"146","Actinobacteria","Root-nfp",2014.4267862,"Root","nfp","Actinobacteria","Root-nfp",665.155673584677
"147","Acidobacteria","Root-nfp",47.341477272,"Root","nfp","Acidobacteria","Root-nfp",17.1425915723071
"148","Gammaproteobacteria","Root-nfp",861.41023346,"Root","nfp","Gammaproteobacteria","Root-nfp",486.162822241371
"149","Betaproteobacteria","Root-nfp",239.71585856,"Root","nfp","Betaproteobacteria","Root-nfp",124.576909164484
"150","Bacteroidetes","Root-nfp",111.028405414,"Root","nfp","Bacteroidetes","Root-nfp",110.023346020959
"151","Verrucomicrobia","Root-nfp",18.6736842094,"Root","nfp","Verrucomicrobia","Root-nfp",15.8568268627961
"152","Chloroflexi","Root-nfp",46.37345029,"Root","nfp","Chloroflexi","Root-nfp",30.5795211182546
"153","Gemmatimonadetes","Root-nfp",6.3978709256,"Root","nfp","Gemmatimonadetes","Root-nfp",10.5096613574823
"154","Firmicutes","Root-nfp",92.121809274,"Root","nfp","Firmicutes","Root-nfp",78.8116200404084
"155","Deltaproteobacteria","Root-nfp",65.400623956,"Root","nfp","Deltaproteobacteria","Root-nfp",85.8015311040722
"156","Others","Root-nfp",41.075524384,"Root","nfp","Others","Root-nfp",24.3223400354158
"157","Alphaproteobacteria","Root-pt4",866.74737588,"Root","pt4","Alphaproteobacteria","Root-pt4",435.81338471849
"158","Actinobacteria","Root-pt4",707.30681968,"Root","pt4","Actinobacteria","Root-pt4",340.871882403785
"159","Acidobacteria","Root-pt4",66.12758838,"Root","pt4","Acidobacteria","Root-pt4",123.377748799248
"160","Gammaproteobacteria","Root-pt4",355.49572704,"Root","pt4","Gammaproteobacteria","Root-pt4",173.040953081514
"161","Betaproteobacteria","Root-pt4",182.616432034,"Root","pt4","Betaproteobacteria","Root-pt4",137.981407785584
"162","Bacteroidetes","Root-pt4",76.610632852,"Root","pt4","Bacteroidetes","Root-pt4",65.5080715378989
"163","Verrucomicrobia","Root-pt4",25.5701754394,"Root","pt4","Verrucomicrobia","Root-pt4",21.8273341880758
"164","Chloroflexi","Root-pt4",52.968187138,"Root","pt4","Chloroflexi","Root-pt4",43.0182815498583
"165","Gemmatimonadetes","Root-pt4",13.5981370578,"Root","pt4","Gemmatimonadetes","Root-pt4",11.4292501344737
"166","Firmicutes","Root-pt4",38.7703746644,"Root","pt4","Firmicutes","Root-pt4",64.7352443622471
"167","Deltaproteobacteria","Root-pt4",33.251682292,"Root","pt4","Deltaproteobacteria","Root-pt4",23.9068550240337
"168","Others","Root-pt4",85.947348974,"Root","pt4","Others","Root-pt4",100.322774370239
"169","Alphaproteobacteria","Soil",692.94593244,"Soil","Soil","Alphaproteobacteria","Soil",437.367087950048
"170","Actinobacteria","Soil",472.77645818,"Soil","Soil","Actinobacteria","Soil",213.665764183901
"171","Acidobacteria","Soil",1559.11906578,"Soil","Soil","Acidobacteria","Soil",689.495903866668
"172","Gammaproteobacteria","Soil",156.451336206,"Soil","Soil","Gammaproteobacteria","Soil",81.1467694752139
"173","Betaproteobacteria","Soil",176.23621348,"Soil","Soil","Betaproteobacteria","Soil",82.2441540310479
"174","Bacteroidetes","Soil",72.080352342,"Soil","Soil","Bacteroidetes","Soil",43.9970467528957
"175","Verrucomicrobia","Soil",311.47192982,"Soil","Soil","Verrucomicrobia","Soil",96.8413228925717
"176","Chloroflexi","Soil",240.79953214,"Soil","Soil","Chloroflexi","Soil",219.180355698443
"177","Gemmatimonadetes","Soil",243.12042582,"Soil","Soil","Gemmatimonadetes","Soil",132.119682380473
"178","Firmicutes","Soil",35.148617016,"Soil","Soil","Firmicutes","Soil",32.9867266216418
"179","Deltaproteobacteria","Soil",27.11249634,"Soil","Soil","Deltaproteobacteria","Soil",25.5580088963212
"180","Others","Soil",447.50780124,"Soil","Soil","Others","Soil",306.181280531727
