Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,tetrapyrrole binding,GO:0046906,4,2.81E-09,2.539913366,49,7.07E+02,6.72E+02,24627,"Medtr0554s0020,Medtr6g034940,Medtr8g089190,Medtr8g080520,Medtr6g008530,Medtr6g462640,Medtr3g093530,Medtr8g091690,Medtr3g058390,Medtr8g035810,Medtr8g035820,Medtr5g095230,Medtr5g095220,Medtr3g020780,Medtr8g046240,Medtr2g065360,Medtr4g067150,Medtr5g070685,Medtr0147s0030,Medtr0045s0070,Medtr6g043460,Medtr0451s0010,Medtr3g057910,Medtr7g086820,Medtr6g008430,Medtr3g057980,Medtr5g094840,Medtr1g035190,Medtr3g079240,Medtr4g102280,Medtr7g079440,Medtr3g058240,Medtr3g073150,Medtr3g058250,Medtr5g025610,Medtr7g103450,Medtr3g467130,Medtr5g092150,Medtr3g467140,Medtr7g092620,Medtr3g058060,Medtr2g098490,Medtr7g092600,Medtr2g105360,Medtr2g010530,Medtr3g058000,Medtr8g076940,Medtr3g058400,Medtr3g104560,",1.19E-07
Molecular function,anion transmembrane transporter activity,GO:0008509,5,2.87E-09,5.054802956,20,1.45E+02,6.72E+02,24627,"Medtr8g089340,Medtr8g089342,Medtr4g065007,Medtr3g108190,Medtr7g100160,Medtr3g110660,Medtr3g100570,Medtr5g014150,Medtr3g029510,Medtr4g084620,Medtr8g096050,Medtr1g030660,Medtr3g087740,Medtr2g008470,Medtr8g085630,Medtr1g109390,Medtr1g010210,Medtr1g010270,Medtr8g089320,Medtr8g087720,",1.12E-07
Molecular function,endopeptidase regulator activity,GO:0061135,5,5.83E-08,5.282496782,16,1.11E+02,6.72E+02,24627,"Medtr3g020970,Medtr8g461690,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",2.09E-06
Molecular function,endopeptidase inhibitor activity,GO:0004866,6,5.83E-08,5.282496782,16,1.11E+02,6.72E+02,24627,"Medtr3g020970,Medtr8g461690,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",2.09E-06
Molecular function,peptidase inhibitor activity,GO:0030414,5,6.63E-08,5.235331633,16,1.12E+02,672,24627,"Medtr3g020970,Medtr8g461690,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",2.06E-06
Molecular function,peptidase regulator activity,GO:0061134,4,6.63E-08,5.235331633,16,1.12E+02,672,24627,"Medtr3g020970,Medtr8g461690,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",2.06E-06
Molecular function,cofactor binding,GO:0048037,3,5.29E-07,1.870884277,68,1.33E+03,672,24627,"Medtr0554s0020,Medtr4g106870,Medtr6g034940,Medtr5g070030,Medtr1g104590,Medtr8g089190,Medtr5g006730,Medtr8g080520,Medtr5g006740,Medtr6g008530,Medtr6g462640,Medtr1g099050,Medtr3g009880,Medtr6g021915,Medtr4g121880,Medtr3g093530,Medtr8g091690,Medtr2g070420,Medtr3g058390,Medtr8g035810,Medtr8g035820,Medtr5g095230,Medtr5g095220,Medtr2g031420,Medtr8g072640,Medtr3g020780,Medtr2g020360,Medtr8g046240,Medtr2g065360,Medtr4g009690,Medtr5g070685,Medtr4g094515,Medtr0147s0030,Medtr0045s0070,Medtr6g043460,Medtr0451s0010,Medtr8g062440,Medtr7g072420,Medtr3g057910,Medtr7g086820,Medtr6g008430,Medtr3g057980,Medtr5g094840,Medtr1g035190,Medtr3g079240,Medtr4g102280,Medtr7g079440,Medtr3g058240,Medtr3g073150,Medtr3g058250,Medtr5g025610,Medtr7g103450,Medtr3g467130,Medtr5g092150,Medtr4g126160,Medtr3g467140,Medtr3g085740,Medtr7g092620,Medtr1g076830,Medtr3g058060,Medtr2g098490,Medtr7g092600,Medtr2g105360,Medtr2g010530,Medtr3g058000,Medtr8g076940,Medtr3g058400,Medtr3g104560,",1.45E-05
Molecular function,carboxypeptidase activity,GO:0004180,7,5.79E-07,5.539711379,13,8.60E+01,672,24627,"Medtr7g105400,Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr4g075150,Medtr2g018590,Medtr4g057585,Medtr4g057595,",1.50E-05
Molecular function,serine-type carboxypeptidase activity,GO:0004185,8,8.39E-07,5.863571429,12,7.50E+01,672,24627,"Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr4g075150,Medtr2g018590,Medtr4g057585,Medtr4g057595,",2.06E-05
Molecular function,carbohydrate binding,GO:0030246,3,1.56E-06,2.64283568,30,4.16E+02,672,24627,"Medtr8g068050,Medtr4g093040,Medtr8g068030,Medtr3g098650,Medtr8g061960,Medtr1g027570,Medtr8g067930,Medtr8g067940,Medtr8g067990,Medtr5g031120,Medtr8g067720,Medtr5g031100,Medtr5g031160,Medtr7g085200,Medtr8g067960,Medtr5g031140,Medtr8g067980,Medtr5g071200,Medtr1g048360,Medtr5g031090,Medtr8g075330,Medtr7g116130,Medtr7g115740,Medtr1g027260,Medtr3g019530,Medtr5g009670,Medtr0015s0030,Medtr5g031030,Medtr3g054170,Medtr8g067630,",3.63E-05
Molecular function,serine-type peptidase activity,GO:0008236,6,1.64E-06,3.121808862,23,2.70E+02,672,24627,"Medtr5g011340,Medtr7g105400,Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr1g079120,Medtr3g082200,Medtr4g075150,Medtr5g011320,Medtr7g061780,Medtr5g011310,Medtr5g011260,Medtr5g011270,Medtr5g025010,Medtr2g018590,Medtr4g057585,Medtr4g057595,Medtr4g102400,",3.65E-05
Molecular function,serine hydrolase activity,GO:0017171,4,1.64E-06,3.121808862,23,2.70E+02,672,24627,"Medtr5g011340,Medtr7g105400,Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr1g079120,Medtr3g082200,Medtr4g075150,Medtr5g011320,Medtr7g061780,Medtr5g011310,Medtr5g011260,Medtr5g011270,Medtr5g025010,Medtr2g018590,Medtr4g057585,Medtr4g057595,Medtr4g102400,",3.65E-05
Molecular function,serine-type exopeptidase activity,GO:0070008,7,2.24E-06,5.363022648,12,8.20E+01,672,24627,"Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr4g075150,Medtr2g018590,Medtr4g057585,Medtr4g057595,",4.54E-05
Molecular function,organic anion transmembrane transporter activity,GO:0008514,6,2.55E-06,5.298407917,12,83,672,24627,"Medtr8g089340,Medtr8g089342,Medtr4g065007,Medtr7g100160,Medtr3g110660,Medtr3g100570,Medtr3g029510,Medtr8g096050,Medtr1g030660,Medtr8g085630,Medtr1g109390,Medtr8g089320,",4.96E-05
Molecular function,cation transmembrane transporter activity,GO:0008324,5,3.74E-06,2.68879804,27,368,672,24627,"Medtr3g082050,Medtr3g058630,Medtr3g081690,Medtr8g095040,Medtr4g083570,Medtr8g006790,Medtr1g036410,Medtr5g045520,Medtr0027s0220,Medtr5g012810,Medtr3g029510,Medtr8g096050,Medtr8g107510,Medtr3g096380,Medtr8g074750,Medtr4g123583,Medtr2g026160,Medtr6g092840,Medtr4g065660,Medtr4g058730,Medtr7g066070,Medtr7g115050,Medtr1g015000,Medtr2g036650,Medtr3g108320,Medtr6g007687,Medtr8g089320,",6.98E-05
