Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,"hydrolase activity, acting on glycosyl bonds",GO:0016798,4,1.76E-04,2.503927161,20,609,323,24627,"Medtr2g103650,Medtr2g098520,Medtr4g066580,Medtr1g115475,Medtr4g094285,Medtr7g116850,Medtr2g098540,Medtr8g081040,Medtr2g063510,Medtr7g051650,Medtr0002s1060,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr8g017410,Medtr8g098840,Medtr4g128590,Medtr4g131810,Medtr4g045667,Medtr4g057450,",0.00210297
Molecular function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0004553,5,1.89E-04,2.563977095,19,565,323,24627,"Medtr2g103650,Medtr2g098520,Medtr4g066580,Medtr1g115475,Medtr4g094285,Medtr7g116850,Medtr2g098540,Medtr8g081040,Medtr7g051650,Medtr0002s1060,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr8g017410,Medtr8g098840,Medtr4g128590,Medtr4g131810,Medtr4g045667,Medtr4g057450,",0.002181333
Molecular function,enzyme inhibitor activity,GO:0004857,4,2.28E-04,3.228597937,13,307,323,24627,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr5g005960,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.002541048
Molecular function,magnesium ion binding,GO:0000287,6,2.38E-04,4.370708525,9,157,323,24627,"Medtr7g011663,Medtr7g057340,Medtr7g057390,Medtr4g081460,Medtr3g063120,Medtr3g465090,Medtr3g063140,Medtr3g063170,Medtr3g063160,",0.00256537
Molecular function,monooxygenase activity,GO:0004497,4,3.05E-04,2.729112556,16,447,323,24627,"Medtr8g035780,Medtr5g094560,Medtr5g094570,Medtr5g010750,Medtr5g470730,Medtr1g034330,Medtr0059s0170,Medtr5g094540,Medtr8g072260,Medtr5g094550,Medtr1g091010,Medtr6g015910,Medtr8g037880,Medtr4g054920,Medtr3g058210,Medtr2g086040,",0.003184911
Molecular function,enzyme regulator activity,GO:0030234,3,0.001002285,2.635615182,14,405,323,24627,"Medtr4g010650,Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr5g005960,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.010144338
Molecular function,DNA-binding transcription factor activity,GO:0003700,3,0.001198038,2.201591275,19,658,323,24627,"Medtr4g078710,Medtr1g096530,Medtr7g085810,Medtr7g046260,Medtr3g109760,Medtr8g006815,Medtr4g086160,Medtr4g086165,Medtr4g086190,Medtr3g090760,Medtr2g090900,Medtr7g104480,Medtr4g086220,Medtr5g009410,Medtr2g043050,Medtr5g010930,Medtr2g043040,Medtr5g010940,Medtr2g043030,",0.011768966
Molecular function,molecular function regulator,GO:0098772,2,0.001913502,2.459502647,14,434,323,24627,"Medtr4g010650,Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr5g005960,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.017273231
Molecular function,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",GO:0016616,5,0.002160234,3.924353488,7,136,323,24627,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr3g110330,Medtr5g026500,",0.018987322
Molecular function,transcription regulator activity,GO:0140110,2,0.003325046,2.009219222,19,721,323,24627,"Medtr4g078710,Medtr1g096530,Medtr7g085810,Medtr7g046260,Medtr3g109760,Medtr8g006815,Medtr4g086160,Medtr4g086165,Medtr4g086190,Medtr3g090760,Medtr2g090900,Medtr7g104480,Medtr4g086220,Medtr5g009410,Medtr2g043050,Medtr5g010930,Medtr2g043040,Medtr5g010940,Medtr2g043030,",0.027086961
Molecular function,"oxidoreductase activity, acting on CH-OH group of donors",GO:0016614,4,0.007507024,2.850264749,8,214,323,24627,"Medtr5g091050,Medtr5g026480,Medtr4g044110,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr3g110330,Medtr5g026500,",0.055718798
Molecular function,coenzyme binding,GO:0050662,4,0.007595415,2.101228639,14,508,323,24627,"Medtr4g125700,Medtr4g082950,Medtr5g091050,Medtr4g009040,Medtr1g099020,Medtr5g026480,Medtr8g037880,Medtr4g044110,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr3g110330,Medtr3g073180,Medtr5g026500,",0.055149317
Molecular function,regulatory region nucleic acid binding,GO:0001067,5,0.009874113,3.850736467,5,99,323,24627,"Medtr7g046260,Medtr5g017980,Medtr1g021520,Medtr5g010930,Medtr5g010940,",0.070169225
Molecular function,transcription regulatory region DNA binding,GO:0044212,6,0.009874113,3.850736467,5,99,323,24627,"Medtr7g046260,Medtr5g017980,Medtr1g021520,Medtr5g010930,Medtr5g010940,",0.070169225
Molecular function,phosphoric ester hydrolase activity,GO:0042578,5,0.012826607,2.424739358,9,283,323,24627,"Medtr4g010650,Medtr5g024340,Medtr7g015710,Medtr1g073610,Medtr3g074930,Medtr3g074180,Medtr3g074970,Medtr8g014640,Medtr8g014650,",0.084001699
Molecular function,glucosyltransferase activity,GO:0046527,6,0.013168612,3.112023757,6,147,323,24627,"Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr4g128590,Medtr4g057450,",0.070940585
Molecular function,protein dimerization activity,GO:0046983,4,0.018717457,1.788729197,16,682,323,24627,"Medtr5g074680,Medtr7g080780,Medtr1g064560,Medtr1g096530,Medtr4g079160,Medtr5g014520,Medtr4g033170,Medtr4g009110,Medtr4g033200,Medtr3g438070,Medtr5g079500,Medtr3g099620,Medtr8g066770,Medtr2g086740,Medtr1g058540,Medtr4g009540,",0.096178934
Molecular function,transporter activity,GO:0005215,2,0.019609996,1.57340496,24,1163,323,24627,"Medtr4g063090,Medtr4g127100,Medtr2g048720,Medtr1g095070,Medtr7g101170,Medtr1g006490,Medtr6g047640,Medtr8g098375,Medtr8g012900,Medtr2g035430,Medtr3g093430,Medtr4g057890,Medtr6g088450,Medtr7g101190,Medtr1g026740,Medtr2g101370,Medtr5g012290,Medtr5g020270,Medtr4g118610,Medtr5g090280,Medtr7g088790,Medtr3g070210,Medtr0031s0060,Medtr6g023770,",0.099238464
Molecular function,phosphatase activity,GO:0016791,6,0.031993423,2.330620412,7,229,323,24627,"Medtr5g024340,Medtr1g073610,Medtr3g074930,Medtr3g074180,Medtr3g074970,Medtr8g014640,Medtr8g014650,",0.136997479
Cellular component,extracellular region,GO:0005576,2,2.44E-15,4.998055556,35,600,210,17993,"Medtr2g103650,Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr3g466790,Medtr5g017860,Medtr1g025980,Medtr4g094285,Medtr3g466760,Medtr8g081040,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr3g092990,Medtr7g077340,Medtr3g084620,Medtr4g029190,Medtr7g077215,Medtr4g127670,Medtr0015s0130,Medtr1g115900,Medtr4g133800,Medtr4g128590,Medtr2g010580,Medtr6g043280,Medtr4g057450,Medtr1g112200,Medtr0118s0070,Medtr2g098250,Medtr1g077000,Medtr7g107520,",2.74E-13
Cellular component,cell wall,GO:0005618,4,2.38E-11,4.896054422,26,455,210,17993,"Medtr5g064340,Medtr2g103170,Medtr3g466790,Medtr1g025980,Medtr5g064345,Medtr4g094285,Medtr4g132320,Medtr3g466760,Medtr8g081040,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr1g021520,Medtr3g084620,Medtr0015s0130,Medtr8g017410,Medtr8g098840,Medtr2g101370,Medtr4g128590,Medtr4g039720,Medtr8g042910,Medtr2g086740,Medtr4g057450,Medtr1g058540,Medtr2g098250,",1.33E-09
Cellular component,external encapsulating structure,GO:0030312,3,2.50E-11,4.88531746,26,456,210,17993,"Medtr5g064340,Medtr2g103170,Medtr3g466790,Medtr1g025980,Medtr5g064345,Medtr4g094285,Medtr4g132320,Medtr3g466760,Medtr8g081040,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr1g021520,Medtr3g084620,Medtr0015s0130,Medtr8g017410,Medtr8g098840,Medtr2g101370,Medtr4g128590,Medtr4g039720,Medtr8g042910,Medtr2g086740,Medtr4g057450,Medtr1g058540,Medtr2g098250,",9.32E-10
Cellular component,cell periphery,GO:0071944,3,3.39E-07,2.21762465,44,1700,210,17993,"Medtr5g064340,Medtr3g095480,Medtr2g103170,Medtr3g466790,Medtr1g025980,Medtr5g064345,Medtr4g010650,Medtr4g094285,Medtr4g127100,Medtr4g132320,Medtr3g466760,Medtr8g081040,Medtr8g069775,Medtr7g101170,Medtr1g026020,Medtr1g106430,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr1g021520,Medtr5g005960,Medtr3g084620,Medtr5g041900,Medtr2g035430,Medtr7g104130,Medtr4g057890,Medtr0015s0130,Medtr1g058570,Medtr8g017410,Medtr7g101190,Medtr3g008580,Medtr8g098840,Medtr2g101370,Medtr4g128590,Medtr4g039720,Medtr8g042910,Medtr5g086130,Medtr4g081880,Medtr2g086740,Medtr4g057450,Medtr1g058540,Medtr8g028475,Medtr1g058560,Medtr2g098250,",9.49E-06
Cellular component,plant-type cell wall,GO:0009505,5,1.79E-04,5.115280739,8,134,210,17993,"Medtr5g064340,Medtr2g103170,Medtr1g025980,Medtr5g064345,Medtr4g132320,Medtr2g101370,Medtr2g086740,Medtr1g058540,",0.003332753
Cellular component,apoplast,GO:0048046,3,0.00146925,3.382142857,9,228,210,17993,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr0015s0130,Medtr4g128590,Medtr4g057450,Medtr2g098250,",0.020569497
