"","tax","variable","value","Niche","Genotype","tax","variable","sd"
"31","Verrucomicrobia","Rhizosphere-dmi3",481.2,"Rhizosphere","dmi3","Verrucomicrobia","Rhizosphere-dmi3",172.840099513973
"32","Chloroflexi","Rhizosphere-dmi3",314.8,"Rhizosphere","dmi3","Chloroflexi","Rhizosphere-dmi3",127.38210235351
"33","Firmicutes","Rhizosphere-dmi3",126,"Rhizosphere","dmi3","Firmicutes","Rhizosphere-dmi3",40.8227877539004
"34","Gemmatimonadetes","Rhizosphere-dmi3",390.2,"Rhizosphere","dmi3","Gemmatimonadetes","Rhizosphere-dmi3",215.138792410853
"35","Deltaproteobacteria","Rhizosphere-dmi3",71,"Rhizosphere","dmi3","Deltaproteobacteria","Rhizosphere-dmi3",34.9928564138454
"36","Others","Rhizosphere-dmi3",299.4,"Rhizosphere","dmi3","Others","Rhizosphere-dmi3",142.924105734477
"37","Alphaproteobacteria","Rhizosphere-ipd3",11770.8,"Rhizosphere","ipd3","Alphaproteobacteria","Rhizosphere-ipd3",2462.7489112778
"38","Actinobacteria","Rhizosphere-ipd3",3225.4,"Rhizosphere","ipd3","Actinobacteria","Rhizosphere-ipd3",1007.2702219365
"39","Bacteroidetes","Rhizosphere-ipd3",721,"Rhizosphere","ipd3","Bacteroidetes","Rhizosphere-ipd3",137.936579629915
"40","Gammaproteobacteria","Rhizosphere-ipd3",1377.4,"Rhizosphere","ipd3","Gammaproteobacteria","Rhizosphere-ipd3",276.610375799607
"41","Betaproteobacteria","Rhizosphere-ipd3",1046.2,"Rhizosphere","ipd3","Betaproteobacteria","Rhizosphere-ipd3",300.741915934577
"42","Acidobacteria","Rhizosphere-ipd3",1648.2,"Rhizosphere","ipd3","Acidobacteria","Rhizosphere-ipd3",398.378839799505
"43","Verrucomicrobia","Rhizosphere-ipd3",550.2,"Rhizosphere","ipd3","Verrucomicrobia","Rhizosphere-ipd3",114.983477073882
"44","Chloroflexi","Rhizosphere-ipd3",360.4,"Rhizosphere","ipd3","Chloroflexi","Rhizosphere-ipd3",173.305510587517
"45","Firmicutes","Rhizosphere-ipd3",164,"Rhizosphere","ipd3","Firmicutes","Rhizosphere-ipd3",101.818465908695
"46","Gemmatimonadetes","Rhizosphere-ipd3",225.8,"Rhizosphere","ipd3","Gemmatimonadetes","Rhizosphere-ipd3",117.263378767627
"47","Deltaproteobacteria","Rhizosphere-ipd3",46.8,"Rhizosphere","ipd3","Deltaproteobacteria","Rhizosphere-ipd3",15.5948709516943
"48","Others","Rhizosphere-ipd3",208.6,"Rhizosphere","ipd3","Others","Rhizosphere-ipd3",73.9479546708359
"49","Alphaproteobacteria","Rhizosphere-lyk3",12746.8,"Rhizosphere","lyk3","Alphaproteobacteria","Rhizosphere-lyk3",9316.71456040164
"50","Actinobacteria","Rhizosphere-lyk3",2941.8,"Rhizosphere","lyk3","Actinobacteria","Rhizosphere-lyk3",2238.31380731121
"51","Bacteroidetes","Rhizosphere-lyk3",1759.8,"Rhizosphere","lyk3","Bacteroidetes","Rhizosphere-lyk3",1238.83199022305
"52","Gammaproteobacteria","Rhizosphere-lyk3",1739.6,"Rhizosphere","lyk3","Gammaproteobacteria","Rhizosphere-lyk3",1432.34311531839
"53","Betaproteobacteria","Rhizosphere-lyk3",1260.6,"Rhizosphere","lyk3","Betaproteobacteria","Rhizosphere-lyk3",1071.38662489318
"54","Acidobacteria","Rhizosphere-lyk3",1377.8,"Rhizosphere","lyk3","Acidobacteria","Rhizosphere-lyk3",1012.10730656388
"55","Verrucomicrobia","Rhizosphere-lyk3",544,"Rhizosphere","lyk3","Verrucomicrobia","Rhizosphere-lyk3",381.350232725771
"56","Chloroflexi","Rhizosphere-lyk3",360.8,"Rhizosphere","lyk3","Chloroflexi","Rhizosphere-lyk3",445.069320443456
"57","Firmicutes","Rhizosphere-lyk3",136.2,"Rhizosphere","lyk3","Firmicutes","Rhizosphere-lyk3",150.670833275721
"58","Gemmatimonadetes","Rhizosphere-lyk3",232,"Rhizosphere","lyk3","Gemmatimonadetes","Rhizosphere-lyk3",209.48985655635
"59","Deltaproteobacteria","Rhizosphere-lyk3",71.2,"Rhizosphere","lyk3","Deltaproteobacteria","Rhizosphere-lyk3",67.1468539843826
"60","Others","Rhizosphere-lyk3",197.6,"Rhizosphere","lyk3","Others","Rhizosphere-lyk3",162.710786366485
"61","Alphaproteobacteria","Rhizosphere-nfp",7889.8,"Rhizosphere","nfp","Alphaproteobacteria","Rhizosphere-nfp",1341.95387402101
"62","Actinobacteria","Rhizosphere-nfp",1891.4,"Rhizosphere","nfp","Actinobacteria","Rhizosphere-nfp",432.543986202559
"63","Bacteroidetes","Rhizosphere-nfp",912.8,"Rhizosphere","nfp","Bacteroidetes","Rhizosphere-nfp",916.035588828294
"64","Gammaproteobacteria","Rhizosphere-nfp",857.6,"Rhizosphere","nfp","Gammaproteobacteria","Rhizosphere-nfp",327.548927642879
"65","Betaproteobacteria","Rhizosphere-nfp",642,"Rhizosphere","nfp","Betaproteobacteria","Rhizosphere-nfp",243.093603371212
"66","Acidobacteria","Rhizosphere-nfp",1121.8,"Rhizosphere","nfp","Acidobacteria","Rhizosphere-nfp",511.049606202764
"67","Verrucomicrobia","Rhizosphere-nfp",419.6,"Rhizosphere","nfp","Verrucomicrobia","Rhizosphere-nfp",185.510916120858
"68","Chloroflexi","Rhizosphere-nfp",211.8,"Rhizosphere","nfp","Chloroflexi","Rhizosphere-nfp",70.5847008919072
"69","Firmicutes","Rhizosphere-nfp",135.2,"Rhizosphere","nfp","Firmicutes","Rhizosphere-nfp",44.2628512411932
"70","Gemmatimonadetes","Rhizosphere-nfp",91.2,"Rhizosphere","nfp","Gemmatimonadetes","Rhizosphere-nfp",29.7439069390691
"71","Deltaproteobacteria","Rhizosphere-nfp",12,"Rhizosphere","nfp","Deltaproteobacteria","Rhizosphere-nfp",3.80788655293195
"72","Others","Rhizosphere-nfp",121.2,"Rhizosphere","nfp","Others","Rhizosphere-nfp",29.4227802901085
"73","Alphaproteobacteria","Rhizosphere-pt4",9828.8,"Rhizosphere","pt4","Alphaproteobacteria","Rhizosphere-pt4",3908.6132707138
"74","Actinobacteria","Rhizosphere-pt4",3644.2,"Rhizosphere","pt4","Actinobacteria","Rhizosphere-pt4",868.25439820366
"75","Bacteroidetes","Rhizosphere-pt4",3288,"Rhizosphere","pt4","Bacteroidetes","Rhizosphere-pt4",4186.55538599455
"76","Gammaproteobacteria","Rhizosphere-pt4",2042.8,"Rhizosphere","pt4","Gammaproteobacteria","Rhizosphere-pt4",886.307903609124
"77","Betaproteobacteria","Rhizosphere-pt4",1604,"Rhizosphere","pt4","Betaproteobacteria","Rhizosphere-pt4",806.161584299326
"78","Acidobacteria","Rhizosphere-pt4",1953.2,"Rhizosphere","pt4","Acidobacteria","Rhizosphere-pt4",706.172570976812
"79","Verrucomicrobia","Rhizosphere-pt4",529.2,"Rhizosphere","pt4","Verrucomicrobia","Rhizosphere-pt4",193.97602944694
"80","Chloroflexi","Rhizosphere-pt4",313.2,"Rhizosphere","pt4","Chloroflexi","Rhizosphere-pt4",154.916751837882
"81","Firmicutes","Rhizosphere-pt4",148.6,"Rhizosphere","pt4","Firmicutes","Rhizosphere-pt4",93.6712335778706
"82","Gemmatimonadetes","Rhizosphere-pt4",351,"Rhizosphere","pt4","Gemmatimonadetes","Rhizosphere-pt4",146.111258977534
"83","Deltaproteobacteria","Rhizosphere-pt4",115.2,"Rhizosphere","pt4","Deltaproteobacteria","Rhizosphere-pt4",59.8932383495833
"84","Others","Rhizosphere-pt4",256.6,"Rhizosphere","pt4","Others","Rhizosphere-pt4",105.930637683344
"85","Alphaproteobacteria","Root-A17",3390.8,"Root","A17","Alphaproteobacteria","Root-A17",1173.72194322165
"86","Actinobacteria","Root-A17",7627.8,"Root","A17","Actinobacteria","Root-A17",2873.77751400487
"87","Bacteroidetes","Root-A17",477,"Root","A17","Bacteroidetes","Root-A17",270.02870217812
"88","Gammaproteobacteria","Root-A17",1483.6,"Root","A17","Gammaproteobacteria","Root-A17",751.482068981024
"89","Betaproteobacteria","Root-A17",1075.4,"Root","A17","Betaproteobacteria","Root-A17",577.820300785634
"90","Acidobacteria","Root-A17",108.8,"Root","A17","Acidobacteria","Root-A17",26.8458562910554
"91","Verrucomicrobia","Root-A17",56.4,"Root","A17","Verrucomicrobia","Root-A17",33.2911399624585
"92","Chloroflexi","Root-A17",80.6,"Root","A17","Chloroflexi","Root-A17",54.3258686078741
"93","Firmicutes","Root-A17",133.6,"Root","A17","Firmicutes","Root-A17",94.3042947060207
"94","Gemmatimonadetes","Root-A17",17.8,"Root","A17","Gemmatimonadetes","Root-A17",25.5773337156163
"95","Deltaproteobacteria","Root-A17",80,"Root","A17","Deltaproteobacteria","Root-A17",45.8421203698084
"96","Others","Root-A17",209.6,"Root","A17","Others","Root-A17",166.283793557881
"97","Alphaproteobacteria","Root-dmi2",4640,"Root","dmi2","Alphaproteobacteria","Root-dmi2",1658.00708683648
"98","Actinobacteria","Root-dmi2",6947,"Root","dmi2","Actinobacteria","Root-dmi2",3498.34653800906
"99","Bacteroidetes","Root-dmi2",629.6,"Root","dmi2","Bacteroidetes","Root-dmi2",322.781350142786
"100","Gammaproteobacteria","Root-dmi2",1776.8,"Root","dmi2","Gammaproteobacteria","Root-dmi2",543.244144008935
"101","Betaproteobacteria","Root-dmi2",1421,"Root","dmi2","Betaproteobacteria","Root-dmi2",613.240980365794
"102","Acidobacteria","Root-dmi2",203,"Root","dmi2","Acidobacteria","Root-dmi2",118.694987257255
"103","Verrucomicrobia","Root-dmi2",73.2,"Root","dmi2","Verrucomicrobia","Root-dmi2",33.4619186538967
"104","Chloroflexi","Root-dmi2",153.2,"Root","dmi2","Chloroflexi","Root-dmi2",88.4827666836882
"105","Firmicutes","Root-dmi2",330,"Root","dmi2","Firmicutes","Root-dmi2",513.509980428813
"106","Gemmatimonadetes","Root-dmi2",26.2,"Root","dmi2","Gemmatimonadetes","Root-dmi2",12.3773987574126
"107","Deltaproteobacteria","Root-dmi2",276.2,"Root","dmi2","Deltaproteobacteria","Root-dmi2",280.7591494502
"108","Others","Root-dmi2",253.2,"Root","dmi2","Others","Root-dmi2",136.508974063979
"109","Alphaproteobacteria","Root-dmi3",3128.6,"Root","dmi3","Alphaproteobacteria","Root-dmi3",1278.94479943428
"110","Actinobacteria","Root-dmi3",2365.6,"Root","dmi3","Actinobacteria","Root-dmi3",1448.40353493079
"111","Bacteroidetes","Root-dmi3",453.4,"Root","dmi3","Bacteroidetes","Root-dmi3",258.948450468428
"112","Gammaproteobacteria","Root-dmi3",1117,"Root","dmi3","Gammaproteobacteria","Root-dmi3",708.955217203456
"113","Betaproteobacteria","Root-dmi3",401,"Root","dmi3","Betaproteobacteria","Root-dmi3",82.7254495303592
"114","Acidobacteria","Root-dmi3",305.2,"Root","dmi3","Acidobacteria","Root-dmi3",378.235640837825
"115","Verrucomicrobia","Root-dmi3",80.8,"Root","dmi3","Verrucomicrobia","Root-dmi3",49.4489635887346
"116","Chloroflexi","Root-dmi3",177.8,"Root","dmi3","Chloroflexi","Root-dmi3",184.587919431365
"117","Firmicutes","Root-dmi3",61.2,"Root","dmi3","Firmicutes","Root-dmi3",71.5311121121432
"118","Gemmatimonadetes","Root-dmi3",39.4,"Root","dmi3","Gemmatimonadetes","Root-dmi3",51.0274435965589
"119","Deltaproteobacteria","Root-dmi3",173.6,"Root","dmi3","Deltaproteobacteria","Root-dmi3",105.15131953523
"120","Others","Root-dmi3",128.4,"Root","dmi3","Others","Root-dmi3",128.915864035424
"121","Alphaproteobacteria","Root-ipd3",4086.8,"Root","ipd3","Alphaproteobacteria","Root-ipd3",2595.80925724522
"122","Actinobacteria","Root-ipd3",10246.6,"Root","ipd3","Actinobacteria","Root-ipd3",5496.99757140205
"123","Bacteroidetes","Root-ipd3",315,"Root","ipd3","Bacteroidetes","Root-ipd3",287.462171424346
"124","Gammaproteobacteria","Root-ipd3",1119.4,"Root","ipd3","Gammaproteobacteria","Root-ipd3",744.300880020976
"125","Betaproteobacteria","Root-ipd3",530,"Root","ipd3","Betaproteobacteria","Root-ipd3",363.194851285092
"126","Acidobacteria","Root-ipd3",42,"Root","ipd3","Acidobacteria","Root-ipd3",24.3721152139079
"127","Verrucomicrobia","Root-ipd3",31.6,"Root","ipd3","Verrucomicrobia","Root-ipd3",28.1655818331523
"128","Chloroflexi","Root-ipd3",54.2,"Root","ipd3","Chloroflexi","Root-ipd3",38.4018228734002
"129","Firmicutes","Root-ipd3",76.8,"Root","ipd3","Firmicutes","Root-ipd3",64.301632949716
"130","Gemmatimonadetes","Root-ipd3",6.2,"Root","ipd3","Gemmatimonadetes","Root-ipd3",11.7558496077485
"131","Deltaproteobacteria","Root-ipd3",49.2,"Root","ipd3","Deltaproteobacteria","Root-ipd3",49.5146442984295
"132","Others","Root-ipd3",154,"Root","ipd3","Others","Root-ipd3",171.162203771744
"133","Alphaproteobacteria","Root-lyk3",1882.4,"Root","lyk3","Alphaproteobacteria","Root-lyk3",164.866006198974
"134","Actinobacteria","Root-lyk3",7042,"Root","lyk3","Actinobacteria","Root-lyk3",2687.58637070514
"135","Bacteroidetes","Root-lyk3",198.8,"Root","lyk3","Bacteroidetes","Root-lyk3",162.276615690616
"136","Gammaproteobacteria","Root-lyk3",893.8,"Root","lyk3","Gammaproteobacteria","Root-lyk3",191.535114274119
"137","Betaproteobacteria","Root-lyk3",587.6,"Root","lyk3","Betaproteobacteria","Root-lyk3",260.721690697188
"138","Acidobacteria","Root-lyk3",33.2,"Root","lyk3","Acidobacteria","Root-lyk3",19.3829822266853
"139","Verrucomicrobia","Root-lyk3",24.2,"Root","lyk3","Verrucomicrobia","Root-lyk3",6.72309452558864
"140","Chloroflexi","Root-lyk3",23.6,"Root","lyk3","Chloroflexi","Root-lyk3",16.1493033905491
"141","Firmicutes","Root-lyk3",84.4,"Root","lyk3","Firmicutes","Root-lyk3",49.1965445941074
"142","Gemmatimonadetes","Root-lyk3",8.6,"Root","lyk3","Gemmatimonadetes","Root-lyk3",9.37016542009798
"143","Deltaproteobacteria","Root-lyk3",31.6,"Root","lyk3","Deltaproteobacteria","Root-lyk3",15.9624559513879
"144","Others","Root-lyk3",51.2,"Root","lyk3","Others","Root-lyk3",8.22800097228968
"145","Alphaproteobacteria","Root-nfp",2500.2,"Root","nfp","Alphaproteobacteria","Root-nfp",1033.01921569737
"146","Actinobacteria","Root-nfp",7954.4,"Root","nfp","Actinobacteria","Root-nfp",2530.56491716771
"147","Bacteroidetes","Root-nfp",336,"Root","nfp","Bacteroidetes","Root-nfp",336.48254040886
"148","Gammaproteobacteria","Root-nfp",1112.6,"Root","nfp","Gammaproteobacteria","Root-nfp",563.991400643662
"149","Betaproteobacteria","Root-nfp",775.6,"Root","nfp","Betaproteobacteria","Root-nfp",414.799108002898
"150","Acidobacteria","Root-nfp",55.4,"Root","nfp","Acidobacteria","Root-nfp",17.6578594399208
"151","Verrucomicrobia","Root-nfp",35.6,"Root","nfp","Verrucomicrobia","Root-nfp",25.363359398944
"152","Chloroflexi","Root-nfp",87.2,"Root","nfp","Chloroflexi","Root-nfp",55.6749494835873
"153","Firmicutes","Root-nfp",172.4,"Root","nfp","Firmicutes","Root-nfp",142.633446288029
"154","Gemmatimonadetes","Root-nfp",10.8,"Root","nfp","Gemmatimonadetes","Root-nfp",17.7960669812181
"155","Deltaproteobacteria","Root-nfp",146.6,"Root","nfp","Deltaproteobacteria","Root-nfp",179.79933259053
"156","Others","Root-nfp",46,"Root","nfp","Others","Root-nfp",24.9299017246358
"157","Alphaproteobacteria","Root-pt4",1916,"Root","pt4","Alphaproteobacteria","Root-pt4",990.114892323108
"158","Actinobacteria","Root-pt4",2723,"Root","pt4","Actinobacteria","Root-pt4",1171.45187694587
"159","Bacteroidetes","Root-pt4",224.6,"Root","pt4","Bacteroidetes","Root-pt4",185.180452532118
"160","Gammaproteobacteria","Root-pt4",572,"Root","pt4","Gammaproteobacteria","Root-pt4",276.747177040706
"161","Betaproteobacteria","Root-pt4",514.6,"Root","pt4","Betaproteobacteria","Root-pt4",323.324604693178
"162","Acidobacteria","Root-pt4",82,"Root","pt4","Acidobacteria","Root-pt4",151.945713990227
"163","Verrucomicrobia","Root-pt4",35.2,"Root","pt4","Verrucomicrobia","Root-pt4",35.8008379790194
"164","Chloroflexi","Root-pt4",100.4,"Root","pt4","Chloroflexi","Root-pt4",88.3023216002841
"165","Firmicutes","Root-pt4",127.2,"Root","pt4","Firmicutes","Root-pt4",172.454921646209
"166","Gemmatimonadetes","Root-pt4",23.2,"Root","pt4","Gemmatimonadetes","Root-pt4",19.6265126805554
"167","Deltaproteobacteria","Root-pt4",84.4,"Root","pt4","Deltaproteobacteria","Root-pt4",61.7276275260924
"168","Others","Root-pt4",111,"Root","pt4","Others","Root-pt4",142.068645379619
"169","Alphaproteobacteria","Soil",1442.6,"Soil","Soil","Alphaproteobacteria","Soil",913.873787784725
"170","Actinobacteria","Soil",985.4,"Soil","Soil","Actinobacteria","Soil",477.627783948966
"171","Bacteroidetes","Soil",201,"Soil","Soil","Bacteroidetes","Soil",119.580516807714
"172","Gammaproteobacteria","Soil",334.4,"Soil","Soil","Gammaproteobacteria","Soil",167.090693935958
"173","Betaproteobacteria","Soil",515,"Soil","Soil","Betaproteobacteria","Soil",250.05799327356
"174","Acidobacteria","Soil",1693.8,"Soil","Soil","Acidobacteria","Soil",757.025560995136
"175","Verrucomicrobia","Soil",335.6,"Soil","Soil","Verrucomicrobia","Soil",103.710173078633
"176","Chloroflexi","Soil",448.6,"Soil","Soil","Chloroflexi","Soil",410.770373809991
"177","Firmicutes","Soil",76,"Soil","Soil","Firmicutes","Soil",75.0599760191808
"178","Gemmatimonadetes","Soil",410.2,"Soil","Soil","Gemmatimonadetes","Soil",224.260339783922
"179","Deltaproteobacteria","Soil",59.8,"Soil","Soil","Deltaproteobacteria","Soil",56.9051842980936
"180","Others","Soil",564.4,"Soil","Soil","Others","Soil",382.537318440959
