Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,carbohydrate binding,GO:0030246,3,3.28E-05,2.221773724,31,416,826,24627,"Medtr8g099515,Medtr4g091850,Medtr1g027140,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr4g114270,Medtr8g465470,Medtr8g465990,Medtr4g114250,Medtr7g009930,Medtr4g091690,Medtr7g056450,Medtr3g054200,Medtr1g027050,Medtr1g027070,Medtr0090s0020,Medtr2g031530,Medtr2g031520,Medtr1g027030,Medtr2g073250,Medtr8g465570,Medtr7g089780,Medtr1g111000,Medtr2g090250,Medtr3g069050,Medtr8g013610,Medtr3g054180,Medtr4g081640,Medtr7g062950,Medtr1g010250,",0.00152533
Molecular function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0004553,5,4.33E-05,2.005241167,38,565,826,24627,"Medtr4g066590,Medtr3g009010,Medtr3g009020,Medtr8g074330,Medtr8g074335,Medtr2g034440,Medtr4g128580,Medtr2g099470,Medtr2g034470,Medtr2g034480,Medtr4g083500,Medtr4g116920,Medtr3g008960,Medtr7g111740,Medtr4g076255,Medtr4g084480,Medtr4g066630,Medtr6g023340,Medtr3g094160,Medtr2g099950,Medtr4g128410,Medtr4g076430,Medtr4g076440,Medtr4g066240,Medtr2g034720,Medtr0062s0020,Medtr5g062290,Medtr4g066210,Medtr7g110780,Medtr3g028720,Medtr7g089780,Medtr1g111000,Medtr7g093530,Medtr3g110320,Medtr3g030540,Medtr3g118390,Medtr4g067040,Medtr6g016820,",0.001842258
Molecular function,protein serine/threonine kinase activity,GO:0004674,7,4.36E-05,1.75193627,55,936,826,24627,"Medtr3g102400,Medtr5g024450,Medtr4g091850,Medtr1g080020,Medtr1g027140,Medtr8g104520,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr7g079350,Medtr4g114270,Medtr5g065130,Medtr1g110120,Medtr2g010470,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr5g075220,Medtr4g114250,Medtr7g082470,Medtr3g110450,Medtr6g036840,Medtr6g088785,Medtr4g091690,Medtr7g072605,Medtr4g109170,Medtr7g056450,Medtr1g027050,Medtr8g041890,Medtr1g027070,Medtr0090s0020,Medtr6g048090,Medtr7g077780,Medtr5g023980,Medtr1g027030,Medtr2g073250,Medtr1g064630,Medtr3g110860,Medtr2g064940,Medtr5g005480,Medtr1g105840,Medtr7g073520,Medtr2g028580,Medtr1g105820,Medtr8g014700,Medtr3g008270,Medtr2g100450,Medtr3g069050,Medtr8g013610,Medtr4g081640,Medtr7g062950,Medtr8g087740,Medtr2g095980,",0.001715477
Molecular function,"hydrolase activity, acting on glycosyl bonds",GO:0016798,4,4.64E-05,1.958277174,40,609,826,24627,"Medtr4g066590,Medtr3g009010,Medtr3g009020,Medtr2g094790,Medtr8g074330,Medtr8g074335,Medtr2g034440,Medtr4g128580,Medtr2g099470,Medtr2g034470,Medtr2g034480,Medtr4g083500,Medtr4g116920,Medtr3g008960,Medtr7g111740,Medtr4g076255,Medtr4g084480,Medtr4g066630,Medtr6g023340,Medtr3g094160,Medtr2g099950,Medtr4g128410,Medtr4g076430,Medtr4g076440,Medtr4g066240,Medtr2g034720,Medtr0062s0020,Medtr4g058740,Medtr5g062290,Medtr4g066210,Medtr7g110780,Medtr3g028720,Medtr7g089780,Medtr1g111000,Medtr7g093530,Medtr3g110320,Medtr3g030540,Medtr3g118390,Medtr4g067040,Medtr6g016820,",0.001694555
Molecular function,monooxygenase activity,GO:0004497,4,1.24E-04,2.067690983,31,447,826,24627,"Medtr3g057800,Medtr4g095050,Medtr4g026030,Medtr7g028020,Medtr8g012590,Medtr7g012330,Medtr5g016440,Medtr6g008500,Medtr4g078110,Medtr5g007550,Medtr8g046210,Medtr7g088330,Medtr4g094772,Medtr3g058110,Medtr3g025230,Medtr5g070710,Medtr5g072930,Medtr2g073420,Medtr5g019010,Medtr7g027960,Medtr4g104540,Medtr5g072980,Medtr5g045250,Medtr5g072960,Medtr3g024520,Medtr7g075610,Medtr5g018980,Medtr5g073020,Medtr4g104550,Medtr1g103680,Medtr0045s0060,",0.004220559
Molecular function,"transferase activity, transferring acyl groups other than amino-acyl groups",GO:0016747,5,1.49E-04,2.075274012,30,431,826,24627,"Medtr7g016800,Medtr3g083920,Medtr1g040195,Medtr7g024760,Medtr7g024765,Medtr3g083910,Medtr7g080450,Medtr6g015815,Medtr1g098140,Medtr5g006470,Medtr5g006460,Medtr5g006450,Medtr3g103110,Medtr7g016780,Medtr7g016720,Medtr7g016700,Medtr5g090830,Medtr1g040215,Medtr5g007717,Medtr5g007730,Medtr7g085930,Medtr5g007713,Medtr4g015180,Medtr1g097910,Medtr1g097935,Medtr3g101900,Medtr4g104140,Medtr7g016820,Medtr3g058410,Medtr8g072540,",0.004744361
Molecular function,iron ion binding,GO:0005506,7,1.82E-04,1.888949468,37,584,826,24627,"Medtr3g057800,Medtr4g095050,Medtr4g026030,Medtr7g028020,Medtr8g012590,Medtr7g012330,Medtr5g016440,Medtr6g008500,Medtr4g078110,Medtr5g007550,Medtr1g062110,Medtr7g063730,Medtr8g046210,Medtr8g102150,Medtr7g088330,Medtr4g094772,Medtr3g058110,Medtr3g025230,Medtr5g070710,Medtr5g072930,Medtr2g073420,Medtr5g019010,Medtr8g015220,Medtr5g070980,Medtr7g027960,Medtr4g104540,Medtr5g072980,Medtr5g045250,Medtr5g072960,Medtr3g024520,Medtr7g075610,Medtr4g087110,Medtr5g018980,Medtr5g073020,Medtr4g104550,Medtr1g103680,Medtr0045s0060,",0.005470152
Molecular function,protein kinase activity,GO:0004672,6,3.76E-04,1.458717863,82,1676,826,24627,"Medtr3g102400,Medtr5g024450,Medtr5g042440,Medtr4g091850,Medtr1g080020,Medtr8g052190,Medtr1g027140,Medtr8g104520,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr2g067980,Medtr7g079350,Medtr2g075010,Medtr4g114270,Medtr8g059605,Medtr5g065130,Medtr3g067770,Medtr1g110120,Medtr2g010470,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr5g075220,Medtr4g114250,Medtr7g082470,Medtr3g110450,Medtr1g084790,Medtr6g036840,Medtr6g088785,Medtr1g040545,Medtr4g091690,Medtr7g072605,Medtr1g021642,Medtr4g109170,Medtr7g056450,Medtr1g027050,Medtr8g041890,Medtr1g014670,Medtr1g027070,Medtr0090s0020,Medtr4g092530,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr2g031520,Medtr3g105590,Medtr4g092550,Medtr7g077780,Medtr3g088855,Medtr5g023980,Medtr1g027030,Medtr2g073250,Medtr1g090520,Medtr2g073650,Medtr1g064630,Medtr3g110860,Medtr8g465570,Medtr8g461110,Medtr2g064940,Medtr5g005480,Medtr1g044210,Medtr1g105840,Medtr7g073520,Medtr2g028580,Medtr2g090250,Medtr1g105820,Medtr8g014700,Medtr3g008270,Medtr2g100450,Medtr3g069050,Medtr1g043690,Medtr8g013610,Medtr6g016260,Medtr4g081640,Medtr3g117850,Medtr7g062950,Medtr8g087740,Medtr1g010250,Medtr2g095980,",0.010679997
Molecular function,"phosphotransferase activity, alcohol group as acceptor",GO:0016773,5,4.09E-04,1.436259683,87,1806,826,24627,"Medtr3g102400,Medtr5g024450,Medtr5g042440,Medtr4g091850,Medtr1g080020,Medtr8g052190,Medtr2g091220,Medtr1g027140,Medtr8g104520,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr2g067980,Medtr7g079350,Medtr2g075010,Medtr4g114270,Medtr8g059605,Medtr5g065130,Medtr3g067770,Medtr1g110120,Medtr2g010470,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr5g075220,Medtr4g114250,Medtr7g082470,Medtr3g110450,Medtr1g084790,Medtr6g036840,Medtr6g088785,Medtr1g040545,Medtr4g091690,Medtr7g072605,Medtr1g021642,Medtr4g109170,Medtr7g056450,Medtr1g027050,Medtr8g041890,Medtr1g014670,Medtr1g027070,Medtr0090s0020,Medtr4g092530,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr2g031520,Medtr3g105590,Medtr4g092550,Medtr7g077780,Medtr3g088855,Medtr5g023980,Medtr5g005370,Medtr1g027030,Medtr2g073250,Medtr1g090520,Medtr2g073650,Medtr1g064630,Medtr8g464780,Medtr3g110860,Medtr4g128640,Medtr8g465570,Medtr8g461110,Medtr2g064940,Medtr5g005480,Medtr1g044210,Medtr7g103420,Medtr1g105840,Medtr7g073520,Medtr2g028580,Medtr2g090250,Medtr1g105820,Medtr8g014700,Medtr3g008270,Medtr2g100450,Medtr3g069050,Medtr1g043690,Medtr8g013610,Medtr6g016260,Medtr4g081640,Medtr3g117850,Medtr7g062950,Medtr8g087740,Medtr1g010250,Medtr2g095980,",0.010992348
Molecular function,transferase activity,GO:0016740,3,4.95E-04,1.225974132,213,5180,826,24627,"Medtr3g102400,Medtr7g016800,Medtr4g115920,Medtr2g070150,Medtr1g029600,Medtr5g024450,Medtr2g070140,Medtr5g090070,Medtr2g070130,Medtr7g067340,Medtr3g048760,Medtr5g042440,Medtr5g041780,Medtr8g100120,Medtr2g090615,Medtr5g040430,Medtr3g083920,Medtr1g040195,Medtr4g091850,Medtr7g024760,Medtr7g024765,Medtr1g080020,Medtr3g083910,Medtr5g098170,Medtr8g052190,Medtr4g086450,Medtr2g091220,Medtr7g080450,Medtr4g128580,Medtr1g027140,Medtr7g024520,Medtr4g128310,Medtr3g452790,Medtr8g104520,Medtr3g073470,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr4g485550,Medtr2g067980,Medtr7g079350,Medtr2g070180,Medtr7g106340,Medtr2g075010,Medtr4g015260,Medtr4g094812,Medtr4g114270,Medtr1g090060,Medtr1g088825,Medtr8g024340,Medtr6g015815,Medtr8g059605,Medtr7g014510,Medtr7g013260,Medtr5g065130,Medtr3g067770,Medtr1g103290,Medtr1g098140,Medtr5g006470,Medtr1g110120,Medtr7g014570,Medtr3g021430,Medtr2g010470,Medtr5g006460,Medtr1g107380,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr2g040530,Medtr5g086040,Medtr7g015670,Medtr5g006450,Medtr5g075220,Medtr3g103110,Medtr4g114250,Medtr7g066620,Medtr3g467420,Medtr7g082470,Medtr3g467430,Medtr1g088840,Medtr1g088845,Medtr7g016780,Medtr3g110450,Medtr4g051515,Medtr1g084790,Medtr7g013200,Medtr1g036460,Medtr8g087425,Medtr7g010730,Medtr1g029540,Medtr5g093390,Medtr7g052020,Medtr7g090510,Medtr6g036840,Medtr6g036650,Medtr6g088785,Medtr1g056880,Medtr1g056870,Medtr1g073740,Medtr1g036490,Medtr1g076940,Medtr7g016720,Medtr8g061360,Medtr7g085610,Medtr1g040545,Medtr7g011900,Medtr4g091690,Medtr3g109120,Medtr7g016700,Medtr7g066590,Medtr5g090830,Medtr7g072605,Medtr1g040215,Medtr5g007717,Medtr5g007730,Medtr1g021642,Medtr7g102490,Medtr4g066020,Medtr4g109170,Medtr7g056450,Medtr7g085930,Medtr1g027050,Medtr8g041890,Medtr1g014670,Medtr3g479490,Medtr1g027070,Medtr5g007713,Medtr5g074600,Medtr4g128410,Medtr3g479470,Medtr2g072160,Medtr0090s0020,Medtr4g092530,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr4g015180,Medtr2g031520,Medtr7g012070,Medtr3g105590,Medtr4g092550,Medtr7g077780,Medtr4g112790,Medtr2g088980,Medtr3g088855,Medtr5g023980,Medtr7g034345,Medtr5g005370,Medtr1g027030,Medtr2g070070,Medtr2g073250,Medtr2g070060,Medtr1g090520,Medtr1g097910,Medtr2g073650,Medtr1g064630,Medtr8g464780,Medtr3g110860,Medtr3g060280,Medtr1g097935,Medtr2g088930,Medtr4g128640,Medtr3g049970,Medtr3g048440,Medtr8g465570,Medtr8g461110,Medtr1g036510,Medtr4g064987,Medtr6g091680,Medtr3g101900,Medtr2g064940,Medtr4g104140,Medtr5g005480,Medtr1g044210,Medtr1g080460,Medtr7g103420,Medtr1g105840,Medtr7g073520,Medtr1g032490,Medtr5g035580,Medtr2g028580,Medtr2g090250,Medtr7g065600,Medtr1g105820,Medtr8g014700,Medtr7g093530,Medtr5g098960,Medtr3g008270,Medtr7g082570,Medtr4g088225,Medtr2g100450,Medtr8g102500,Medtr7g106830,Medtr3g069050,Medtr1g096310,Medtr5g020570,Medtr1g043690,Medtr8g013610,Medtr1g019750,Medtr8g071900,Medtr6g016260,Medtr8g080150,Medtr4g081640,Medtr0003s0620,Medtr3g117850,Medtr7g062950,Medtr8g087740,Medtr7g016820,Medtr3g058410,Medtr1g010250,Medtr2g095980,Medtr1g090150,Medtr8g072540,",0.012641901
Molecular function,polysaccharide binding,GO:0030247,4,5.30E-04,3.279624697,11,100,826,24627,"Medtr8g099515,Medtr1g027140,Medtr1g027640,Medtr1g028280,Medtr1g027050,Medtr1g027070,Medtr2g031530,Medtr2g031520,Medtr1g027030,Medtr3g069050,Medtr1g010250,",0.012899157
Molecular function,peroxidase activity,GO:0004601,5,8.52E-04,2.555551712,15,175,826,24627,"Medtr7g117385,Medtr5g074970,Medtr1g086490,Medtr4g031140,Medtr4g029170,Medtr8g076820,Medtr4g029180,Medtr3g094630,Medtr2g029740,Medtr5g074860,Medtr3g466180,Medtr3g098350,Medtr4g074995,Medtr1g083290,Medtr6g043240,",0.017419626
Molecular function,"oxidoreductase activity, acting on peroxide as acceptor",GO:0016684,4,0.001013757,2.512480616,15,178,826,24627,"Medtr7g117385,Medtr5g074970,Medtr1g086490,Medtr4g031140,Medtr4g029170,Medtr8g076820,Medtr4g029180,Medtr3g094630,Medtr2g029740,Medtr5g074860,Medtr3g466180,Medtr3g098350,Medtr4g074995,Medtr1g083290,Medtr6g043240,",0.019924224
Molecular function,"transferase activity, transferring acyl groups",GO:0016746,4,0.001438228,1.806955756,30,495,826,24627,"Medtr7g016800,Medtr3g083920,Medtr1g040195,Medtr7g024760,Medtr7g024765,Medtr3g083910,Medtr7g080450,Medtr6g015815,Medtr1g098140,Medtr5g006470,Medtr5g006460,Medtr5g006450,Medtr3g103110,Medtr7g016780,Medtr7g016720,Medtr7g016700,Medtr5g090830,Medtr1g040215,Medtr5g007717,Medtr5g007730,Medtr7g085930,Medtr5g007713,Medtr4g015180,Medtr1g097910,Medtr1g097935,Medtr3g101900,Medtr4g104140,Medtr7g016820,Medtr3g058410,Medtr8g072540,",0.024497812
Molecular function,ion binding,GO:0043167,3,0.001872473,1.138686029,327,8562,826,24627,"Medtr3g102400,Medtr4g128840,Medtr3g083370,Medtr3g057800,Medtr5g024450,Medtr5g074970,Medtr1g115345,Medtr8g099515,Medtr4g095050,Medtr2g026060,Medtr7g011770,Medtr1g041285,Medtr8g028615,Medtr0026s0210,Medtr4g026030,Medtr7g117540,Medtr1g022245,Medtr5g042440,Medtr8g008930,Medtr7g113410,Medtr1g102240,Medtr7g028020,Medtr2g090615,Medtr6g033870,Medtr6g022140,Medtr4g091850,Medtr5g073200,Medtr1g080020,Medtr6g008560,Medtr4g109720,Medtr8g052190,Medtr6g012170,Medtr6g033850,Medtr8g092840,Medtr8g012590,Medtr6g079000,Medtr8g099065,Medtr7g012330,Medtr4g058000,Medtr3g064300,Medtr1g027140,Medtr8g104520,Medtr3g073470,Medtr1g079490,Medtr6g465010,Medtr1g090680,Medtr1g027640,Medtr1g110870,Medtr1g107055,Medtr1g086490,Medtr6g060570,Medtr1g028280,Medtr1g090690,Medtr8g098910,Medtr8g018270,Medtr2g081520,Medtr1g021100,Medtr5g016440,Medtr6g011310,Medtr8g011610,Medtr2g025120,Medtr2g105670,Medtr3g451650,Medtr5g006750,Medtr1g078090,Medtr2g067980,Medtr6g008500,Medtr7g079350,Medtr2g070180,Medtr3g022230,Medtr1g101190,Medtr7g080610,Medtr2g031600,Medtr4g031140,Medtr5g059820,Medtr2g075010,Medtr7g098750,Medtr4g114270,Medtr4g078110,Medtr7g085630,Medtr4g068860,Medtr7g102960,Medtr1g088825,Medtr5g007550,Medtr7g098760,Medtr0088s0100,Medtr8g059605,Medtr3g466580,Medtr8g009120,Medtr4g029170,Medtr5g065130,Medtr3g067770,Medtr1g068810,Medtr8g076820,Medtr8g464480,Medtr0043s0110,Medtr8g079360,Medtr4g029180,Medtr6g072760,Medtr3g103960,Medtr8g009110,Medtr6g071895,Medtr1g110120,Medtr4g037105,Medtr5g013260,Medtr2g010470,Medtr8g465470,Medtr1g062110,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr7g063730,Medtr1g077890,Medtr5g075220,Medtr3g103110,Medtr6g049280,Medtr8g046210,Medtr1g060360,Medtr3g094630,Medtr4g114250,Medtr3g085850,Medtr8g102150,Medtr7g082470,Medtr7g088330,Medtr6g005360,Medtr1g088840,Medtr4g127560,Medtr3g110450,Medtr8g009150,Medtr6g059380,Medtr2g021255,Medtr1g084790,Medtr8g092985,Medtr6g005330,Medtr7g117500,Medtr2g084405,Medtr5g031310,Medtr4g094772,Medtr6g005340,Medtr6g005310,Medtr6g036640,Medtr3g058160,Medtr6g049260,Medtr2g102660,Medtr7g090510,Medtr6g036840,Medtr2g102670,Medtr6g088785,Medtr5g048570,Medtr4g014160,Medtr7g079080,Medtr7g032720,Medtr8g061360,Medtr3g435000,Medtr8g028435,Medtr7g088850,Medtr8g018735,Medtr1g040545,Medtr2g084425,Medtr4g091690,Medtr8g010440,Medtr3g058110,Medtr3g434890,Medtr3g077940,Medtr2g029740,Medtr7g072605,Medtr8g078270,Medtr6g078490,Medtr8g028500,Medtr5g074860,Medtr1g021642,Medtr5g085330,Medtr7g100240,Medtr3g056645,Medtr2g437530,Medtr2g088900,Medtr4g109170,Medtr7g056450,Medtr3g006740,Medtr0219s0070,Medtr3g025230,Medtr0001s0660,Medtr8g466030,Medtr3g006730,Medtr5g055680,Medtr1g027050,Medtr1173s0010,Medtr1g025950,Medtr8g041890,Medtr3g466180,Medtr3g092140,Medtr4g124040,Medtr3g098350,Medtr5g070710,Medtr6g009090,Medtr1g011580,Medtr1g112050,Medtr1g027070,Medtr1g111400,Medtr4g017030,Medtr5g080450,Medtr8g092960,Medtr0090s0020,Medtr4g092530,Medtr4g074995,Medtr3g019000,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr3g107870,Medtr1g052885,Medtr5g072930,Medtr2g031520,Medtr2g073420,Medtr4g092550,Medtr7g077780,Medtr4g112790,Medtr1g066530,Medtr3g088655,Medtr1g067660,Medtr3g088855,Medtr3g056200,Medtr5g023980,Medtr5g005370,Medtr1g027030,Medtr5g019010,Medtr8g027675,Medtr2g073250,Medtr1g418545,Medtr5g005540,Medtr1g090520,Medtr3g092330,Medtr2g073650,Medtr1g064630,Medtr5g027910,Medtr6g072590,Medtr8g015220,Medtr3g068095,Medtr8g464780,Medtr5g070980,Medtr3g087770,Medtr3g110860,Medtr8g063080,Medtr3g082630,Medtr4g019225,Medtr4g094010,Medtr6g033955,Medtr8g465570,Medtr8g461110,Medtr8g093010,Medtr3g087900,Medtr2g064940,Medtr7g027960,Medtr2g031590,Medtr4g104140,Medtr4g104540,Medtr5g005480,Medtr1g070400,Medtr8g073120,Medtr4g014240,Medtr7g103420,Medtr5g072980,Medtr3g086670,Medtr1g105840,Medtr7g073520,Medtr2g031560,Medtr7g024873,Medtr2g028580,Medtr2g090250,Medtr4g027040,Medtr5g045250,Medtr7g024880,Medtr5g072960,Medtr1g105820,Medtr7g024890,Medtr1g019670,Medtr8g014700,Medtr7g083410,Medtr6g015775,Medtr1g019660,Medtr3g024520,Medtr3g008270,Medtr8g447290,Medtr2g100450,Medtr5g028420,Medtr7g106830,Medtr7g075610,Medtr3g069050,Medtr4g087110,Medtr5g018980,Medtr8g009080,Medtr5g073020,Medtr8g038570,Medtr1g083290,Medtr3g012250,Medtr1g043690,Medtr8g013610,Medtr7g451210,Medtr1g101770,Medtr5g031250,Medtr6g049320,Medtr5g045600,Medtr5g026620,Medtr6g016260,Medtr8g080150,Medtr5g066060,Medtr4g081640,Medtr8g018890,Medtr2g045280,Medtr2g089120,Medtr4g104550,Medtr3g117850,Medtr7g062950,Medtr6g043240,Medtr8g087740,Medtr1g019600,Medtr3g058410,Medtr1g010250,Medtr6g069560,Medtr1g103680,Medtr0045s0060,Medtr2g095980,Medtr6g478080,Medtr1g015700,Medtr6g079550,Medtr8g009090,",0.030865609
Molecular function,sequence-specific DNA binding,GO:0043565,6,0.002240365,1.841292208,26,421,826,24627,"Medtr2g088000,Medtr2g024390,Medtr3g093830,Medtr7g091370,Medtr3g090860,Medtr7g115120,Medtr2g033820,Medtr1g015140,Medtr2g105060,Medtr2g075680,Medtr5g054900,Medtr7g073430,Medtr1g017090,Medtr1g013790,Medtr3g112220,Medtr3g031220,Medtr7g073380,Medtr3g092150,Medtr7g117200,Medtr3g095040,Medtr5g074400,Medtr2g013950,Medtr2g075700,Medtr1g102860,Medtr4g107970,Medtr0020s0020,",0.035775832
Molecular function,antioxidant activity,GO:0016209,2,0.002261334,2.317210102,15,193,826,24627,"Medtr7g117385,Medtr5g074970,Medtr1g086490,Medtr4g031140,Medtr4g029170,Medtr8g076820,Medtr4g029180,Medtr3g094630,Medtr2g029740,Medtr5g074860,Medtr3g466180,Medtr3g098350,Medtr4g074995,Medtr1g083290,Medtr6g043240,",0.035016413
Molecular function,serine-type endopeptidase inhibitor activity,GO:0004867,7,0.002549655,5.140477582,5,29,826,24627,"Medtr4g032815,Medtr4g032865,Medtr1g075340,Medtr1g075410,Medtr5g090250,",0.038319815
Molecular function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:0016705,4,0.002718158,1.697638148,32,562,826,24627,"Medtr3g057800,Medtr4g095050,Medtr4g026030,Medtr7g028020,Medtr8g012590,Medtr7g012330,Medtr5g016440,Medtr6g008500,Medtr4g078110,Medtr5g007550,Medtr8g046210,Medtr7g088330,Medtr4g094772,Medtr3g058110,Medtr3g025230,Medtr5g070710,Medtr5g072930,Medtr2g073420,Medtr5g019010,Medtr5g070980,Medtr7g027960,Medtr4g104540,Medtr5g072980,Medtr5g045250,Medtr5g072960,Medtr3g024520,Medtr7g075610,Medtr5g018980,Medtr5g073020,Medtr4g104550,Medtr1g103680,Medtr0045s0060,",0.039685103
Molecular function,phosphoric ester hydrolase activity,GO:0042578,5,0.007441111,1.896345794,18,283,826,24627,"Medtr2g026060,Medtr4g132810,Medtr8g015960,Medtr8g015940,Medtr5g013910,Medtr8g015910,Medtr4g037105,Medtr1g060360,Medtr2g100350,Medtr1g083620,Medtr8g046260,Medtr7g100240,Medtr5g085300,Medtr1g067380,Medtr8g063080,Medtr7g083410,Medtr5g045600,Medtr8g010590,",0.100063367
Molecular function,amide binding,GO:0033218,3,0.007509681,4.02902297,5,37,826,24627,"Medtr8g012595,Medtr2g070180,Medtr1g088825,Medtr1g088840,Medtr1g418545,",0.098396073
Molecular function,acid phosphatase activity,GO:0003993,7,0.008413834,3.922996049,5,38,826,24627,"Medtr4g037105,Medtr1g060360,Medtr8g046260,Medtr8g063080,Medtr5g045600,",0.099987654
Molecular function,phosphatase activity,GO:0016791,6,0.010740893,1.952932531,15,229,826,24627,"Medtr2g026060,Medtr4g132810,Medtr8g015960,Medtr8g015940,Medtr5g013910,Medtr8g015910,Medtr4g037105,Medtr1g060360,Medtr2g100350,Medtr8g046260,Medtr7g100240,Medtr5g085300,Medtr1g067380,Medtr8g063080,Medtr5g045600,",0.114345754
Molecular function,glucosyltransferase activity,GO:0046527,6,0.010827227,2.231037209,11,147,826,24627,"Medtr4g128580,Medtr8g024340,Medtr5g093390,Medtr1g073740,Medtr4g128410,Medtr2g072160,Medtr3g060280,Medtr3g049970,Medtr5g035580,Medtr7g093530,Medtr4g088225,",0.112912509
Molecular function,drug binding,GO:0008144,3,0.011038155,1.216141475,126,3089,826,24627,"Medtr3g102400,Medtr5g024450,Medtr0026s0210,Medtr1g022245,Medtr5g042440,Medtr2g090615,Medtr6g033870,Medtr4g091850,Medtr1g080020,Medtr4g109720,Medtr8g052190,Medtr8g074330,Medtr6g033850,Medtr8g074335,Medtr8g099065,Medtr4g058000,Medtr1g027140,Medtr8g104520,Medtr3g073470,Medtr1g027640,Medtr2g099470,Medtr1g028280,Medtr8g098910,Medtr2g081520,Medtr6g011310,Medtr2g067980,Medtr7g079350,Medtr2g075010,Medtr7g098750,Medtr4g114270,Medtr7g085630,Medtr4g068860,Medtr7g098760,Medtr8g059605,Medtr5g065130,Medtr3g067770,Medtr8g464480,Medtr1g110120,Medtr2g010470,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr1g077890,Medtr5g075220,Medtr4g114250,Medtr7g082470,Medtr3g110450,Medtr2g021255,Medtr1g084790,Medtr7g117500,Medtr6g036640,Medtr2g102660,Medtr6g036840,Medtr2g102670,Medtr6g088785,Medtr7g079080,Medtr8g061360,Medtr7g088850,Medtr1g040545,Medtr4g091690,Medtr7g072605,Medtr1g021642,Medtr3g056645,Medtr4g109170,Medtr7g056450,Medtr3g006740,Medtr3g006730,Medtr1g027050,Medtr8g041890,Medtr4g124040,Medtr6g009090,Medtr1g027070,Medtr1g111400,Medtr5g080450,Medtr0090s0020,Medtr4g092530,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr3g107870,Medtr2g031520,Medtr4g092550,Medtr7g077780,Medtr4g112790,Medtr3g088855,Medtr5g023980,Medtr5g005370,Medtr1g027030,Medtr2g073250,Medtr1g090520,Medtr3g092330,Medtr2g073650,Medtr1g064630,Medtr8g464780,Medtr3g110860,Medtr4g094010,Medtr6g033955,Medtr8g465570,Medtr8g461110,Medtr2g064940,Medtr5g005480,Medtr1g070400,Medtr1g105840,Medtr7g073520,Medtr2g028580,Medtr2g090250,Medtr1g105820,Medtr8g014700,Medtr3g008270,Medtr2g100450,Medtr7g106830,Medtr3g069050,Medtr1g043690,Medtr8g013610,Medtr6g016260,Medtr8g080150,Medtr4g081640,Medtr8g018890,Medtr3g118390,Medtr3g117850,Medtr7g062950,Medtr8g087740,Medtr1g010250,Medtr2g095980,",0.112809943
